"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"805","100%","96%",2,6,"Entire home/apt",3,3,3,"$350.00",3,365,20,38.9061685780977,-77.0646728297297,"Washington","20007","DC",350
"806","80%","100%",1,2,"Private room",1,0,1,"$85.00",3,1125,1,38.9119567732952,-77.0611221799367,"Washington","20007","DC",85
"807","91%","50%",7,3,"Private room",1,1,1,"$139.00",3,1125,3,38.916382591079,-77.0705311993788,"Washington","20007","DC",139
"808","","",1,6,"Entire home/apt",3,3,3,"$650.00",3,1125,0,38.9122572754848,-77.060663027635,"Washington","20007","DC",650
"809","92%","94%",30,8,"Entire home/apt",3,3,3,"$550.00",3,1125,11,38.9111948965995,-77.0662647773311,"Washington","20007","DC",550
"810","100%","100%",1,2,"Entire home/apt",1,1,2,"$115.00",5,1125,0,38.909746630538,-77.0539951850582,"Washington","20007","DC",115
"811","43%","50%",1,6,"Entire home/apt",4,3.5,4,"$500.00",1,5,0,38.9095040720052,-77.0641637599442,"Washington","20007","DC",500
"812","100%","100%",3,2,"Private room",1,1,1,"$155.00",3,1125,10,38.9120293384938,-77.0711093462062,"Washington","20007","DC",155
"813","99%","88%",16,2,"Entire home/apt",0,1,1,"$178.00",1,1125,4,38.9025541076043,-77.059327720944,"Washington","20007","DC",178
"814","100%","100%",3,2,"Entire home/apt",1,1,1,"$155.00",3,1125,5,38.9127263517778,-77.069696137538,"Washington","20007","DC",155
"815","100%","100%",1,3,"Entire home/apt",1,1,2,"$155.00",3,365,27,38.9081168472441,-77.0639899722919,"Washington","20007","DC",155
"816","80%","44%",1,5,"Entire home/apt",1,1,1,"$99.00",1,365,10,38.9100202369371,-77.0554561190939,"Washington","20007","DC",99
"817","100%","",1,2,"Entire home/apt",0,1,1,"$165.00",3,1125,1,38.9117486199043,-77.0691773764495,"Washington","20007","DC",165
"818","99%","88%",16,5,"Entire home/apt",2,2.5,4,"$375.00",2,1125,2,38.9055337084492,-77.0579517665108,"Washington","20007","DC",375
"819","99%","88%",16,4,"Entire home/apt",1,1,2,"$175.00",1,1125,7,38.9035143350911,-77.0574438877409,"Washington","20007","DC",175
"820","100%","63%",4,1,"Private room",1,1,1,"$60.00",10,1125,5,38.9138841303415,-77.0750363997378,"Washington","20007","DC",60
"821","50%","100%",1,2,"Entire home/apt",0,1,1,"$120.00",1,1125,23,38.9115871005876,-77.0670739882439,"Washington","20007","DC",120
"822","99%","88%",16,2,"Entire home/apt",1,1,1,"$300.00",2,1125,7,38.9051857348001,-77.0580070027587,"Washington","20007","DC",300
"823","100%","100%",1,2,"Private room",1,1.5,1,"$130.00",1,1125,12,38.9028095796898,-77.0606833720464,"Washington","20007","DC",130
"824","99%","88%",16,2,"Entire home/apt",1,1,1,"$300.00",2,1125,1,38.9050029731951,-77.0590387033069,"Washington","20007","DC",300
"825","100%","100%",1,2,"Entire home/apt",1,1,1,"$100.00",3,14,0,38.9130550667052,-77.0684350944079,"Washington","20007","DC",100
"826","92%","75%",1,2,"Entire home/apt",0,1,1,"$120.00",1,1125,0,38.9102811803603,-77.0551981777832,"Washington","20007","DC",120
"827","","",1,3,"Entire home/apt",2,1,2,"$325.00",3,30,17,38.9120701948464,-77.0678159049436,"Washington","20007","DC",325
"828","100%","100%",1,2,"Entire home/apt",1,1,1,"$180.00",1,1125,2,38.9109656505175,-77.0626892657272,"Washington","20007","DC",180
"829","100%","100%",1,4,"Entire home/apt",4,3.5,4,"$350.00",1,1125,0,38.9083670412625,-77.0572938878695,"Washington","20007","DC",350
"830","100%","100%",2,2,"Private room",1,1,1,"$70.00",1,27,4,38.903211278376,-77.0642065169874,"Washington","20007","DC",70
"831","100%","100%",1,2,"Private room",1,1,1,"$85.00",1,1125,6,38.9037880324209,-77.0639961417158,"Washington","20007","DC",85
"832","100%","100%",2,3,"Entire home/apt",2,1.5,2,"$225.00",2,30,0,38.9155357236204,-77.0739688299413,"Washington","20007","DC",225
"833","98%","60%",5,6,"Entire home/apt",3,2,3,"$474.00",7,29,1,38.9139088212031,-77.0721680942783,"Washington","20007","DC",474
"834","100%","100%",1,4,"Entire home/apt",1,1,2,"$110.00",1,1125,1,38.9099293656143,-77.0598371803645,"Washington","20007","DC",110
"835","100%","100%",1,2,"Private room",1,1,1,"$109.00",1,7,3,38.9038909084137,-77.0646338783888,"Washington","20007","DC",109
"836","40%","",1,4,"Entire home/apt",2,1.5,2,"$300.00",4,1125,2,38.9103438392789,-77.0667070126319,"Washington","20007","DC",300
"837","99%","96%",32,6,"Entire home/apt",3,3.5,4,"$775.00",4,93,1,38.9094325370993,-77.0587440952057,"Washington","20007","DC",775
"838","75%","100%",1,4,"Entire home/apt",1,1,2,"$140.00",2,7,11,38.910362735677,-77.0605312998773,"Washington","20007","DC",140
"839","100%","100%",1,6,"Entire home/apt",3,3.5,3,"$595.00",7,1125,4,38.905722259508,-77.0628982765968,"Washington","20007","DC",595
"840","100%","100%",4,5,"Entire home/apt",2,1,5,"$249.00",1,30,7,38.9094236514995,-77.0557156128636,"Washington","20007","DC",249
"841","","",1,2,"Private room",1,1,1,"$110.00",1,1125,0,38.9043329092099,-77.0666034927831,"Washington","20007","DC",110
"842","100%","63%",4,1,"Private room",1,1,1,"$60.00",25,1125,1,38.9160985551306,-77.075739053762,"Washington","20007","DC",60
"843","99%","96%",32,4,"Entire home/apt",2,1,3,"$201.00",2,90,11,38.9046688454895,-77.0666721691465,"Washington","20007","DC",201
"844","100%","25%",6,1,"Entire home/apt",0,1,1,"$95.00",5,1125,0,38.9065894757756,-77.0581670248233,"Washington","20007","DC",95
"845","100%","100%",1,7,"Entire home/apt",4,2.5,4,"$975.00",2,1125,11,38.9083425558994,-77.0652218653464,"Washington","20007","DC",975
"846","33%","67%",1,2,"Entire home/apt",1,1,1,"$179.00",2,1125,6,38.909527328877,-77.0657340431119,"Washington","20007","DC",179
"847","","",1,4,"Entire home/apt",0,1.5,2,"$375.00",2,365,3,38.9019282933196,-77.0587990637453,"Washington","20007","DC",375
"848","100%","100%",1,1,"Private room",1,1.5,1,"$125.00",3,21,10,38.9136495938974,-77.0697486183442,"Washington","20007","DC",125
"849","100%","91%",2,2,"Entire home/apt",0,1,1,"$120.00",2,1125,8,38.9073280393502,-77.0631424175734,"Washington","20007","DC",120
"850","89%","50%",1,4,"Entire home/apt",1,1,2,"$200.00",2,1125,11,38.9058850489304,-77.0594876888925,"Washington","20007","DC",200
"851","100%","96%",2,4,"Entire home/apt",1,1,2,"$129.00",2,90,7,38.9125035694693,-77.0660105090261,"Washington","20007","DC",129
"852","99%","89%",25,6,"Entire home/apt",2,1.5,3,"$225.00",3,90,4,38.9118481714593,-77.0686160360759,"Washington","20007","DC",225
"853","99%","88%",16,2,"Entire home/apt",0,1,1,"$185.00",1,1125,4,38.9051159200921,-77.057606035994,"Washington","20007","DC",185
"854","91%","50%",7,4,"Entire home/apt",2,1,3,"$299.00",3,365,4,38.9156920284137,-77.0702561046297,"Washington","20007","DC",299
"855","100%","63%",4,1,"Private room",1,1,1,"$65.00",7,1125,21,38.9152767306286,-77.0745042956197,"Washington","20007","DC",65
"856","","",1,4,"Entire home/apt",3,2,3,"$600.00",2,1125,0,38.9075470499427,-77.0656718311891,"Washington","20007","DC",600
"857","100%","100%",1,4,"Entire home/apt",2,1.5,2,"$375.00",1,1125,0,38.9039969031344,-77.0642601080568,"Washington","20007","DC",375
"858","99%","88%",16,2,"Entire home/apt",0,1,1,"$122.00",2,1125,5,38.9036784481245,-77.0591137961081,"Washington","20007","DC",122
"859","100%","100%",3,3,"Entire home/apt",1,1,1,"$300.00",3,1125,0,38.9102476244735,-77.0539638127,"Washington","20007","DC",300
"860","","",1,2,"Entire home/apt",1,1,1,"$100.00",2,90,11,38.9111692469615,-77.0548277533886,"Washington","20007","DC",100
"861","99%","88%",16,6,"Entire home/apt",3,3.5,4,"$569.00",7,1125,10,38.9037156044176,-77.0590701082801,"Washington","20007","DC",569
"862","100%","100%",1,3,"Entire home/apt",1,1,1,"$124.00",10,365,13,38.9078774451646,-77.0665021787986,"Washington","20007","DC",124
"863","100%","100%",5,2,"Entire home/apt",1,1,1,"$150.00",4,1125,2,38.9123746436362,-77.0607025716349,"Washington","","DC",150
"864","90%","60%",1,3,"Entire home/apt",1,1,1,"$175.00",1,5,63,38.906413823869,-77.0689909906485,"Arlington","22209","VA",175
"865","80%","100%",1,3,"Entire home/apt",1,1,1,"$105.00",2,1125,1,38.9132885618465,-77.0743245519127,"Washington","20007","DC",105
"866","100%","100%",5,4,"Entire home/apt",2,1,1,"$220.00",4,1125,17,38.9086920091904,-77.0542841288551,"Washington","20007","DC",220
"867","100%","100%",2,2,"Private room",1,1,1,"$78.00",1,27,7,38.9038442522939,-77.0631017177505,"Washington","20007","DC",78
"868","99%","88%",16,4,"Entire home/apt",1,1.5,2,"$198.00",1,1125,14,38.9054883413029,-77.0579371279751,"Washington","20007","DC",198
"869","","",1,1,"Entire home/apt",1,1,1,"$110.00",7,1125,0,38.9084145017282,-77.0590242453605,"Washington","20007","DC",110
"870","99%","88%",16,3,"Entire home/apt",1,1,2,"$195.00",2,1125,9,38.903702829483,-77.0580216613266,"Washington","20007","DC",195
"871","64%","91%",1,6,"Entire home/apt",3,2,3,"$249.00",2,20,3,38.9063370357936,-77.0646878441269,"Washington","20007","DC",249
"872","99%","88%",16,5,"Entire home/apt",1,1,2,"$161.00",1,1125,5,38.9036499878966,-77.0589370952696,"Washington","20007","DC",161
"873","100%","60%",2,2,"Private room",1,1.5,1,"$135.00",2,1125,2,38.9145151074422,-77.0687225283943,"Washington","20007","DC",135
"874","90%","100%",1,2,"Entire home/apt",1,2,1,"$185.00",1,1125,15,38.9052952514383,-77.0662375485313,"Washington","20007","DC",185
"875","59%","94%",1,3,"Private room",1,1,1,"$104.00",1,1125,10,38.9117540931899,-77.0673410009686,"Washington","20007","DC",104
"876","90%","100%",2,1,"Private room",1,1,1,"$75.00",3,120,7,38.914578772635,-77.0711353298624,"Washington","20007","DC",75
"877","91%","50%",7,3,"Private room",1,1,2,"$139.00",3,300,16,38.9141621442512,-77.0702706980614,"Washington","20007","DC",139
"878","100%","60%",2,6,"Entire home/apt",2,1.5,2,"$350.00",2,1125,29,38.9151203898162,-77.0702251435557,"Washington","20007","DC",350
"879","100%","75%",1,3,"Entire home/apt",2,1.5,2,"$239.00",1,1125,0,38.906715984228,-77.0569644565192,"Washington","20007","DC",239
"880","99%","88%",16,5,"Entire home/apt",2,2.5,3,"$450.00",2,1125,2,38.9023844500032,-77.0607863434284,"Washington","20007","DC",450
"881","91%","50%",7,2,"Entire home/apt",1,1,1,"$129.00",3,1125,2,38.9149763498045,-77.070857794161,"Washington","20007","DC",129
"882","100%","97%",1,2,"Entire home/apt",2,1,2,"$100.00",1,1125,12,38.9060360778423,-77.0658500110041,"Washington","20007","DC",100
"883","80%","100%",1,3,"Entire home/apt",3,2.5,3,"$200.00",1,1125,0,38.9072935078281,-77.0551712376388,"Washington","20007","DC",200
"884","","",1,2,"Entire home/apt",1,1,1,"$130.00",3,1125,4,38.9135083590837,-77.0641966706537,"Washington","20007","DC",130
"885","100%","100%",1,2,"Entire home/apt",1,1,2,"$179.00",3,29,25,38.9073105947231,-77.0613575609117,"Washington","20007-3413","DC",179
"886","","",1,4,"Entire home/apt",3,1.5,3,"$450.00",1,1125,0,38.9090555851948,-77.0666762897678,"Washington","20007","DC",450
"887","92%","94%",30,6,"Entire home/apt",2,3,4,"$475.00",3,1125,3,38.9136499444558,-77.0644390698233,"Washington","20007","DC",475
"888","100%","25%",6,1,"Entire home/apt",0,1,1,"$95.00",5,1125,0,38.9071610766447,-77.0578307368325,"Washington","20007","DC",95
"889","100%","25%",6,1,"Entire home/apt",0,1,1,"$95.00",5,1125,0,38.9057230407294,-77.0577861996048,"Washington","20007","DC",95
"890","100%","100%",3,4,"Entire home/apt",2,2,2,"$450.00",3,1125,0,38.9041650445449,-77.0639952957925,"Washington","20007","DC",450
"891","100%","100%",1,2,"Entire home/apt",1,1,1,"$90.00",3,1125,2,38.9100000023852,-77.0581069531539,"Washington","20007","DC",90
"892","100%","100%",1,2,"Entire home/apt",1,1,1,"$170.00",3,1125,12,38.9045683470616,-77.0589285555083,"Washington","20007","DC",170
"893","100%","60%",1,2,"Entire home/apt",1,1,1,"$120.00",2,1125,10,38.9097126038172,-77.0556258349722,"Washington","20007","DC",120
"894","99%","88%",16,5,"Entire home/apt",2,2,3,"$415.00",1,1125,1,38.9044638979481,-77.0586331520915,"Washington","20007","DC",415
"895","100%","50%",1,3,"Entire home/apt",1,1,1,"$175.00",2,1125,3,38.903721961351,-77.0620931557458,"Washington","20007","DC",175
"896","100%","100%",1,4,"Entire home/apt",2,1.5,3,"$400.00",3,1125,7,38.9057401544219,-77.0594971352608,"Washington","20007","DC",400
"897","90%","100%",2,1,"Private room",1,1,1,"$65.00",3,120,18,38.9160858365977,-77.0687552303609,"Washington","20007","DC",65
"898","100%","63%",4,2,"Private room",1,1,1,"$65.00",6,1125,6,38.914262449895,-77.0757898393512,"Washington","20007","DC",65
"899","99%","88%",16,5,"Entire home/apt",2,2,3,"$515.00",2,1125,0,38.9035768019729,-77.057555944203,"Washington","20007","DC",515
"900","90%","90%",2,4,"Entire home/apt",1,1,2,"$135.00",2,200,36,38.91646460711,-77.0755561149592,"Washington","20007","DC",135
"901","100%","100%",1,2,"Entire home/apt",1,1,1,"$120.00",2,1125,2,38.9117458456839,-77.0599566299813,"Washington","20007","DC",120
"902","100%","56%",1,2,"Entire home/apt",1,1.5,1,"$180.00",1,1125,0,38.9135830667047,-77.0609150474455,"Washington","20007","DC",180
"903","92%","94%",30,10,"Entire home/apt",3,3,5,"$500.00",3,999,11,38.9094290699213,-77.0664956585123,"Washington","20007","DC",500
"904","40%","80%",1,2,"Entire home/apt",1,1,1,"$189.00",1,30,2,38.9094541466162,-77.0535487219885,"Washington","20007","DC",189
"905","100%","50%",1,2,"Entire home/apt",1,1,1,"$118.00",5,24,0,38.90473383016,-77.0658490981702,"Washington","20007","DC",118
"906","100%","100%",1,5,"Entire home/apt",2,1,2,"$439.00",2,8,11,38.9028612220784,-77.0630188144272,"Washington","20007","DC",439
"907","100%","100%",2,6,"Entire home/apt",1,1.5,2,"$220.00",1,1125,1,38.9039766390701,-77.0625883428,"Washington","20007","DC",220
"908","100%","100%",1,6,"Entire home/apt",2,1,2,"$300.00",2,1125,32,38.9041141416192,-77.062527971241,"Washington","20007","DC",300
"909","100%","60%",1,2,"Entire home/apt",1,1,1,"$165.00",1,1125,2,38.9106752447493,-77.0566470336373,"Washington","20007","DC",165
"910","63%","100%",1,1,"Private room",1,1,1,"$90.00",3,27,8,38.9076426681168,-77.0624710040884,"Washington","20007","DC",90
"911","","",1,2,"Entire home/apt",1,1,1,"$185.00",2,1125,1,38.9137544555899,-77.0636638199798,"Washington","20007","DC",185
"912","91%","57%",1,2,"Entire home/apt",0,1,1,"$125.00",1,1125,5,38.9071393842251,-77.0363643935434,"Washington","20005","DC",125
"913","100%","100%",1,4,"Entire home/apt",1,1,1,"$120.00",2,1125,0,38.9166501566677,-77.0356925074765,"Washington","20009","DC",120
"914","100%","94%",12,3,"Private room",1,1,1,"$100.00",2,180,24,38.9163759333463,-77.0399692356568,"Washington","20009","DC",100
"915","90%","46%",1,2,"Entire home/apt",1,1,1,"$110.00",2,1125,4,38.9149402427609,-77.0434983855906,"Washington","20009","DC",110
"916","100%","100%",5,2,"Private room",1,2.5,2,"$110.00",7,365,6,38.9137763159291,-77.0383251274509,"Washington","20009","DC",110
"917","100%","100%",1,3,"Entire home/apt",1,1,1,"$220.00",1,1125,3,38.9182674289752,-77.0356595126405,"Washington","20009","DC",220
"918","63%","100%",2,2,"Private room",1,1,1,"$75.00",2,1125,0,38.9161778309034,-77.0427792375439,"Washington","20009","DC",75
"919","100%","95%",4,2,"Private room",1,1,1,"$112.00",1,1125,23,38.9170401705988,-77.0362623347762,"Washington","20009","DC",112
"920","100%","",1,1,"Shared room",1,1,1,"$40.00",4,1125,0,38.9073350807071,-77.0356440832681,"Washington","20005","DC",40
"921","90%","82%",2,4,"Entire home/apt",2,1,2,"$250.00",1,4,2,38.9127568106013,-77.0365172112331,"Washington","20009","DC",250
"922","97%","71%",2,2,"Entire home/apt",1,1,1,"$150.00",2,1125,10,38.9165685221169,-77.0363467820155,"Washington","20009","DC",150
"923","90%","100%",1,2,"Entire home/apt",0,1,1,"$96.00",1,365,2,38.9119213051946,-77.0479299555039,"Washington","20008","DC",96
"924","100%","80%",2,2,"Entire home/apt",0,1,1,"$113.00",7,1125,2,38.913832812449,-77.0420868535483,"Washington","20009","DC",113
"925","99%","96%",32,4,"Private room",1,1,1,"$149.00",4,365,19,38.9149592004238,-77.0442121084596,"Washington","20009","DC",149
"926","","",1,3,"Private room",1,1,1,"$125.00",1,1125,3,38.9138815566393,-77.0384681458935,"Washington","20009","DC",125
"927","99%","96%",32,2,"Entire home/apt",1,1,1,"$139.00",2,365,59,38.9090174992702,-77.048953922005,"Washington","20037","DC",139
"928","67%","",1,4,"Entire home/apt",1,1,2,"$149.00",3,1125,0,38.9142844449069,-77.0420838229261,"Washington","20009","DC",149
"929","100%","100%",1,2,"Entire home/apt",0,1,1,"$179.00",20,1125,55,38.9099399249321,-77.0383271757756,"Washington","20036","DC",179
"930","","",1,2,"Entire home/apt",1,1,1,"$120.00",1,1125,0,38.9090782301665,-77.0364536146477,"Washington","20005","DC",120
"931","92%","99%",23,2,"Private room",1,1,1,"$120.00",1,1125,6,38.9164311115597,-77.0383506026972,"Washington","20009","DC",120
"932","100%","94%",7,2,"Entire home/apt",1,1,1,"$135.00",10,367,67,38.9070633109493,-77.0365565255411,"Washington","20036","DC",135
"933","100%","94%",12,3,"Private room",1,1,1,"$99.00",2,1125,3,38.9176367234488,-77.0364715797082,"Washington","20009","DC",99
"934","100%","100%",2,6,"Entire home/apt",2,2,2,"$220.00",2,30,50,38.917021426051,-77.0352507782085,"Washington","20009","DC",220
"935","100%","",1,3,"Entire home/apt",0,1,1,"$150.00",2,1125,1,38.9132049667955,-77.0415191046388,"Washington","20009","DC",150
"936","62%","86%",1,2,"Entire home/apt",1,1,1,"$120.00",2,1125,0,38.9160520268016,-77.0363353404457,"Washington","20009","DC",120
"937","99%","100%",3,6,"Shared room",1,4,4,"$36.00",2,14,2,38.914052952389,-77.0434265458939,"Washington","20009","DC",36
"938","100%","100%",2,2,"Private room",1,1.5,1,"$150.00",2,120,68,38.9094466947095,-77.0359065494293,"Washington","20005","DC",150
"939","100%","92%",1,4,"Entire home/apt",2,1,2,"$172.00",2,365,20,38.9173444110913,-77.0387557896864,"Washington","20009","DC",172
"940","","",1,2,"Private room",1,1,1,"$70.00",1,1125,0,38.9116613926929,-77.0476933384286,"Washington","20008","DC",70
"941","67%","75%",1,2,"Entire home/apt",1,1,1,"$99.00",3,1125,2,38.9108100714344,-77.044709634812,"Washington","20009","DC",99
"942","83%","0%",2,4,"Entire home/apt",2,1,2,"$127.00",2,1125,0,38.9176036462718,-77.0371964377374,"Washington","20009","DC",127
"943","100%","92%",1,2,"Entire home/apt",1,1,1,"$165.00",1,29,19,38.906701367603,-77.0365889944272,"Washington","20005","DC",165
"944","58%","51%",480,2,"Entire home/apt",1,1.5,1,"$269.00",4,730,0,38.9026257295164,-77.048694574587,"Washington","20037","DC",269
"945","100%","0%",1,3,"Entire home/apt",1,1,1,"$119.00",1,4,11,38.9159200069638,-77.0422787389229,"Washington","20009","DC",119
"946","63%","100%",2,4,"Entire home/apt",2,1,2,"$150.00",2,1125,0,38.9146383874037,-77.0441783991888,"Washington","20009","DC",150
"947","100%","94%",7,5,"Entire home/apt",1,1,2,"$145.00",4,1000,74,38.9139575262979,-77.0456856282028,"Washington","20008","DC",145
"948","100%","",1,4,"Entire home/apt",1,1,2,"$110.00",7,1125,0,38.9140500926387,-77.0377273480947,"Washington","20009","DC",110
"949","100%","100%",1,2,"Private room",1,1,1,"$88.00",1,1125,0,38.917506561743,-77.0355887517195,"Washington","20009","DC",88
"950","80%","73%",1,2,"Private room",1,1,1,"$74.00",1,1125,2,38.9168252483186,-77.0388837518244,"Washington","20009","DC",74
"951","100%","71%",1,4,"Entire home/apt",1,1,2,"$99.00",2,1125,1,38.9161438279553,-77.0412290856376,"Washington","20009","DC",99
"952","100%","100%",1,3,"Private room",1,1,1,"$111.00",1,1125,18,38.9020405695701,-77.0482981127053,"Washington","20037","DC",111
"953","100%","25%",6,1,"Entire home/apt",1,1,1,"$132.00",5,1125,0,38.908659520629,-77.045941502857,"Washington","20036","DC",132
